# strong X-ray emission lines with Emissivity>1e-18
# with 0.1 keV < energy < 10.1 keV
# www.atomdb.org/Webguide, uses atomDB 3.0.2
ion	ionization_stage	energy	wavelength	upper_lev	lower_lev	emissivity	kT	relative_intensity
#(-)	(-)	(keV)	(A)	(level)	(level)	(ph*cm3/s)	(keV)	(-)
Fe	XVIII	0.113	109.7214247788	81	33	1.187E-018	0.6845	0
Fe	X	0.113	109.7214247788	239	47	1.413E-018	0.1085	0
Ca	XI	0.113	109.7214247788	85	33	1.043E-018	0.1719	0
Mn	XVII	0.113	109.7214247788	3	2	7.755E-018	0.5437	0
Fe	XII	0.113	109.7214247788	175	19	3.035E-017	0.1366	0
Fe	X	0.113	109.7214247788	183	24	2.294E-018	0.1085	0
Fe	XII	0.113	109.7214247788	173	17	1.483E-016	0.1366	0.02
Fe	XXII	0.113	109.7214247788	13	5	1.488E-018	1.085	0
Mn	X	0.113	109.7214247788	194	16	2.296E-018	0.08617	0
Ne	VI	0.113	109.7214247788	40	2	1.443E-016	0.04319	0.01
Fe	XII	0.113	109.7214247788	190	32	2.925E-018	0.1366	0
Fe	XII	0.113	109.7214247788	174	20	5.123E-018	0.1366	0
Fe	X	0.113	109.7214247788	195	25	2.114E-017	0.1085	0
Na	VII	0.113	109.7214247788	53	9	3.28E-018	0.05437	0
Fe	X	0.113	109.7214247788	181	23	1.951E-017	0.1085	0
Fe	XVIII	0.113	109.7214247788	83	35	1.056E-017	0.6845	0
Fe	XII	0.113	109.7214247788	174	21	4.947E-018	0.1366	0
Fe	XVIII	0.113	109.7214247788	85	37	4.465E-018	0.6845	0
Cr	XIX	0.113	109.7214247788	13	2	5.831E-018	0.6845	0
Fe	X	0.113	109.7214247788	197	26	1.486E-018	0.1085	0
Fe	X	0.113	109.7214247788	180	23	3.71E-017	0.1085	0
Fe	XII	0.113	109.7214247788	177	22	2.14E-016	0.1366	0.02
Na	VII	0.113	109.7214247788	53	10	1.521E-018	0.05437	0
Cr	XII	0.113	109.7214247788	91	11	2.221E-018	0.1366	0
Fe	X	0.113	109.7214247788	196	26	6.585E-018	0.1085	0
Ne	VII	0.113	109.7214247788	37	6	1.22E-017	0.05437	0
Na	VII	0.113	109.7214247788	52	10	1.488E-018	0.05437	0
Fe	XII	0.113	109.7214247788	168	14	8.055E-018	0.1366	0
Ne	VII	0.113	109.7214247788	25	7	1.194E-017	0.05437	0
Mn	XXI	0.113	109.7214247788	9	1	1.847E-017	1.085	0
Ne	VII	0.113	109.7214247788	37	7	1.952E-017	0.05437	0
Ne	VI	0.113	109.7214247788	159	8	2.989E-018	0.04319	0
Fe	XI	0.113	109.7214247788	193	43	2.237E-018	0.1366	0
Al	VI	0.113	109.7214247788	12	1	3.708E-017	0.04319	0
Ne	VII	0.113	109.7214247788	43	7	3.355E-018	0.05437	0
Fe	XII	0.113	109.7214247788	173	20	9.523E-018	0.1366	0
Ne	VI	0.113	109.7214247788	158	8	6.616E-017	0.04319	0.01
Ne	VII	0.113	109.7214247788	37	8	2.475E-017	0.05437	0
Fe	XII	0.113	109.7214247788	172	17	6.148E-018	0.1366	0
Fe	XI	0.113	109.7214247788	192	43	3.914E-017	0.1366	0
Na	VI	0.113	109.7214247788	233	14	1.267E-018	0.04319	0
Fe	XIX	0.113	109.7214247788	7	2	4.174E-016	0.6845	0.04
N	VI	0.113	109.7214247788	36	2	2.192E-018	0.1366	0
N	VI	0.113	109.7214247788	35	2	1.322E-018	0.1366	0
Ne	VII	0.113	109.7214247788	43	8	3.271E-017	0.05437	0
Fe	XII	0.113	109.7214247788	173	21	5.101E-017	0.1366	0.01
Fe	XII	0.113	109.7214247788	175	22	3.826E-018	0.1366	0
Fe	X	0.113	109.7214247788	195	26	4.32E-017	0.1085	0
Co	XXII	0.113	109.7214247788	11	2	1.075E-018	1.085	0
Fe	X	0.113	109.7214247788	180	24	2.083E-017	0.1085	0
Fe	XVIII	0.113	109.7214247788	88	41	1.821E-018	0.6845	0
Ne	V	0.113	109.7214247788	186	2	1.347E-018	0.02725	0
Al	VI	0.113	109.7214247788	12	2	2.161E-017	0.04319	0
Fe	X	0.112	110.7010803571	229	47	1.128E-017	0.1085	0
C	VI	0.112	110.7010803571	41	4	1.11E-018	0.1366	0
Ne	V	0.112	110.7010803571	186	3	1.914E-018	0.02725	0
Ne	V	0.112	110.7010803571	184	1	3.301E-018	0.03431	0
Ne	V	0.112	110.7010803571	184	2	2.764E-018	0.03431	0
Al	VI	0.112	110.7010803571	12	3	7.008E-018	0.04319	0
Ne	V	0.112	110.7010803571	183	2	1.316E-018	0.02725	0
Ni	XI	0.112	110.7010803571	27	7	1.104E-018	0.1085	0
Ne	V	0.112	110.7010803571	185	3	1.436E-018	0.02725	0
Ne	VII	0.112	110.7010803571	44	8	5.975E-018	0.05437	0
Ne	V	0.112	110.7010803571	184	3	4.26E-018	0.03431	0
Fe	X	0.112	110.7010803571	193	25	2.436E-018	0.1085	0
Fe	XII	0.112	110.7010803571	172	19	1.895E-018	0.1366	0
Fe	XX	0.112	110.7010803571	14	10	3.63E-017	0.8617	0
Fe	X	0.112	110.7010803571	178	24	3.754E-018	0.1085	0
Fe	XII	0.112	110.7010803571	183	25	2.448E-018	0.1366	0
Fe	XII	0.112	110.7010803571	172	21	5.309E-018	0.1366	0
Fe	XI	0.112	110.7010803571	193	44	1.295E-017	0.1366	0
Ne	VII	0.112	110.7010803571	36	6	1.198E-017	0.05437	0
Si	VII	0.112	110.7010803571	68	9	1.965E-018	0.06845	0
Fe	XII	0.112	110.7010803571	173	22	8.981E-018	0.1366	0
Cr	XI	0.112	110.7010803571	150	20	1.413E-018	0.1085	0
Ne	VII	0.112	110.7010803571	42	7	1.196E-017	0.05437	0
Ne	VII	0.112	110.7010803571	36	7	7.184E-018	0.05437	0
Fe	X	0.112	110.7010803571	127	30	2.528E-018	0.1085	0
Mg	V	0.112	110.7010803571	88	1	1.577E-017	0.03431	0
Fe	XX	0.112	110.7010803571	9	2	1.912E-016	0.8617	0.02
Ne	VII	0.112	110.7010803571	45	8	8.521E-017	0.05437	0.01
Ne	VI	0.112	110.7010803571	94	6	6.049E-018	0.04319	0
Ne	VI	0.112	110.7010803571	93	7	5.913E-017	0.04319	0.01
Ne	VII	0.112	110.7010803571	42	8	2.352E-018	0.05437	0
Fe	XII	0.112	110.7010803571	186	27	3.541E-018	0.1366	0
Co	XXI	0.112	110.7010803571	8	1	1.886E-018	1.085	0
Fe	XII	0.112	110.7010803571	221	49	1.002E-017	0.1366	0
S	XIII	0.112	110.7010803571	96	18	8.76E-018	0.2725	0
Fe	XII	0.112	110.7010803571	224	51	3.981E-018	0.1366	0
Fe	XIX	0.112	110.7010803571	173	64	1.514E-018	0.8617	0
Mg	V	0.112	110.7010803571	84	1	1.375E-017	0.03431	0
Fe	XII	0.112	110.7010803571	220	49	4E-018	0.1366	0
Fe	X	0.112	110.7010803571	231	48	8.122E-018	0.1085	0
Mg	V	0.112	110.7010803571	88	2	9.712E-018	0.03431	0
Mg	V	0.112	110.7010803571	82	1	3.57E-016	0.03431	0.04
Fe	XII	0.112	110.7010803571	171	17	2.576E-018	0.1366	0
Fe	XII	0.112	110.7010803571	220	50	1.754E-017	0.1366	0
Fe	XII	0.112	110.7010803571	221	51	5.032E-018	0.1366	0
Mg	V	0.112	110.7010803571	88	3	2.601E-018	0.03431	0
Fe	X	0.112	110.7010803571	194	26	4.382E-018	0.1085	0
Fe	XII	0.112	110.7010803571	224	52	4.058E-018	0.1366	0
Ca	X	0.112	110.7010803571	8	1	9.776E-018	0.08617	0
Fe	XVIII	0.112	110.7010803571	95	47	1.319E-018	0.6845	0
Mg	V	0.112	110.7010803571	83	2	6.631E-018	0.03431	0
Ne	V	0.112	110.7010803571	176	1	6.318E-018	0.02725	0
Mg	V	0.112	110.7010803571	84	2	5.277E-017	0.03431	0.01
Ne	V	0.112	110.7010803571	177	2	4.676E-018	0.02725	0
Ne	V	0.112	110.7010803571	176	2	4.201E-018	0.02725	0
Fe	XII	0.112	110.7010803571	172	22	1.199E-017	0.1366	0
Mg	V	0.112	110.7010803571	83	3	9.578E-018	0.03431	0
Ne	VI	0.112	110.7010803571	36	1	8.05E-016	0.04319	0.08
Ne	V	0.112	110.7010803571	177	3	1.235E-018	0.02725	0
Fe	XVIII	0.112	110.7010803571	94	47	2.067E-018	0.6845	0
Mg	V	0.112	110.7010803571	81	2	1.951E-018	0.03431	0
Ne	VI	0.112	110.7010803571	37	2	1.897E-016	0.04319	0.02
Fe	XVIII	0.112	110.7010803571	62	6	1.667E-018	0.6845	0
Mg	V	0.112	110.7010803571	80	1	6.862E-017	0.03431	0.01
Ni	XII	0.111	111.6983873874	80	27	1.356E-017	0.1366	0
Ca	X	0.111	111.6983873874	7	1	5.031E-018	0.08617	0
Fe	XII	0.111	111.6983873874	175	23	1.483E-017	0.1366	0
Fe	X	0.111	111.6983873874	229	48	1.367E-018	0.1085	0
Fe	XII	0.111	111.6983873874	186	29	1.105E-018	0.1366	0
Mg	V	0.111	111.6983873874	79	1	9.369E-018	0.03431	0
Ne	VI	0.111	111.6983873874	36	2	1.718E-016	0.04319	0.02
Fe	XII	0.111	111.6983873874	171	20	2.73E-018	0.1366	0
Fe	XIX	0.111	111.6983873874	446	256	1.132E-018	0.8617	0
Ni	XI	0.111	111.6983873874	22	2	3.882E-018	0.1085	0
Fe	XIX	0.111	111.6983873874	574	306	1.008E-018	0.8617	0
Mg	V	0.111	111.6983873874	80	2	2.023E-017	0.03431	0
Fe	XIX	0.111	111.6983873874	575	307	1.257E-018	0.8617	0
Fe	XII	0.111	111.6983873874	171	21	5.072E-018	0.1366	0
Na	VI	0.111	111.6983873874	114	8	2.65E-018	0.04319	0
Mg	V	0.111	111.6983873874	79	2	1.304E-017	0.03431	0
Fe	XII	0.111	111.6983873874	275	77	1.269E-018	0.1366	0
Mg	V	0.111	111.6983873874	78	2	4.542E-018	0.03431	0
Cr	X	0.111	111.6983873874	146	6	1.985E-017	0.08617	0
Na	VII	0.111	111.6983873874	24	6	6.195E-017	0.05437	0.01
Fe	XIX	0.111	111.6983873874	164	60	3.621E-018	0.8617	0
Mg	V	0.111	111.6983873874	79	3	1.373E-017	0.03431	0
Mg	VI	0.111	111.6983873874	18	1	9.274E-016	0.04319	0.1
Ne	VII	0.111	111.6983873874	46	9	2.602E-016	0.05437	0.03
Fe	XIX	0.111	111.6983873874	524	295	1.087E-018	0.8617	0
Ni	XI	0.111	111.6983873874	24	5	1.665E-017	0.1085	0
Mg	VII	0.111	111.6983873874	28	7	3.393E-018	0.05437	0
Mg	VII	0.111	111.6983873874	28	9	3.833E-017	0.05437	0
Ne	VI	0.111	111.6983873874	92	6	1.176E-018	0.04319	0
Fe	XIX	0.111	111.6983873874	7	3	3.256E-016	0.6845	0.03
Na	VI	0.111	111.6983873874	40	4	6.81E-018	0.04319	0
Na	VI	0.111	111.6983873874	39	4	1.394E-018	0.04319	0
Ne	VI	0.111	111.6983873874	34	1	1.585E-018	0.04319	0
Ne	VI	0.111	111.6983873874	91	7	1.253E-018	0.04319	0
Si	VII	0.111	111.6983873874	21	6	4.971E-017	0.06845	0.01
Fe	XII	0.111	111.6983873874	170	20	4.451E-018	0.1366	0
Mg	VI	0.111	111.6983873874	17	1	5.973E-016	0.04319	0.06
Si	VII	0.111	111.6983873874	20	6	7.223E-018	0.06845	0
Ne	VI	0.111	111.6983873874	33	1	1.667E-018	0.04319	0
Mn	IX	0.111	111.6983873874	56	1	7.051E-018	0.06845	0
Ne	VI	0.111	111.6983873874	35	2	1.529E-017	0.04319	0
Ni	XI	0.111	111.6983873874	22	3	9.305E-018	0.1085	0
Na	V	0.111	111.6983873874	152	3	1.07E-018	0.03431	0
Fe	XI	0.111	111.6983873874	192	45	2.829E-018	0.1366	0
Mg	VII	0.111	111.6983873874	27	7	3.673E-017	0.05437	0
Mg	VII	0.111	111.6983873874	27	8	6.384E-018	0.05437	0
Ni	XXIII	0.111	111.6983873874	7	1	1.436E-016	1.366	0.01
Mg	VI	0.111	111.6983873874	16	1	3.145E-016	0.04319	0.03
Mg	VII	0.111	111.6983873874	27	9	1.116E-017	0.05437	0
Ne	VI	0.111	111.6983873874	34	2	2.808E-018	0.04319	0
Na	VI	0.111	111.6983873874	38	4	1.207E-017	0.04319	0
Fe	X	0.111	111.6983873874	190	25	2.023E-018	0.1085	0
Fe	XX	0.111	111.6983873874	201	68	1.87E-018	1.085	0
Mg	VII	0.111	111.6983873874	26	7	7.289E-018	0.05437	0
Mg	VII	0.111	111.6983873874	26	8	1.632E-017	0.05437	0
Mg	VII	0.111	111.6983873874	32	9	4.715E-017	0.05437	0
Fe	XII	0.111	111.6983873874	171	22	3.491E-018	0.1366	0
Mg	VII	0.111	111.6983873874	32	7	9.618E-018	0.05437	0
Fe	XI	0.111	111.6983873874	123	9	3.338E-018	0.1085	0
Fe	XVIII	0.111	111.6983873874	86	41	2.245E-018	0.6845	0
Ni	XII	0.111	111.6983873874	80	28	5.751E-017	0.1366	0.01
Mg	VII	0.111	111.6983873874	31	7	5.377E-017	0.05437	0.01
Na	VII	0.111	111.6983873874	47	9	3.423E-018	0.05437	0
Mg	VII	0.111	111.6983873874	31	8	1.96E-017	0.05437	0
Ni	XI	0.111	111.6983873874	24	6	2.103E-018	0.1085	0
Fe	XII	0.111	111.6983873874	188	32	1.32E-018	0.1366	0
Si	VII	0.111	111.6983873874	22	7	3.964E-018	0.06845	0
Si	VII	0.111	111.6983873874	21	7	1.958E-017	0.06845	0
Fe	XI	0.111	111.6983873874	171	37	4.922E-018	0.1085	0
Si	VII	0.11	112.7138272727	20	7	2.257E-018	0.06845	0
Fe	XXII	0.11	112.7138272727	15	6	1.103E-018	1.085	0
Fe	XIX	0.11	112.7138272727	127	34	2.711E-018	0.8617	0
Fe	VIII	0.11	112.7138272727	75	1	2.068E-017	0.05437	0
Cr	X	0.11	112.7138272727	146	7	1.23E-017	0.08617	0
Na	VII	0.11	112.7138272727	48	10	2.078E-018	0.05437	0
Mg	VII	0.11	112.7138272727	30	8	7.419E-016	0.05437	0.08
Ne	VI	0.11	112.7138272727	158	10	1.188E-017	0.04319	0
Fe	XII	0.11	112.7138272727	172	23	1.557E-018	0.1366	0
Fe	XIII	0.11	112.7138272727	134	59	2.049E-018	0.1719	0
Ni	XI	0.11	112.7138272727	25	7	4.131E-018	0.1085	0
Cr	XI	0.11	112.7138272727	144	19	1.047E-018	0.1085	0
Fe	XIX	0.11	112.7138272727	163	59	1.232E-018	0.8617	0
Mn	IX	0.11	112.7138272727	57	2	1.087E-018	0.06845	0
Fe	X	0.11	112.7138272727	201	30	2.835E-018	0.1085	0
Fe	XIII	0.11	112.7138272727	134	60	3.535E-018	0.1719	0
Fe	XII	0.11	112.7138272727	275	78	1.219E-018	0.1366	0
Si	VII	0.11	112.7138272727	20	8	4.025E-018	0.06845	0
Fe	XXI	0.11	112.7138272727	15	5	9.496E-018	1.085	0
Ni	XI	0.11	112.7138272727	23	6	2.181E-017	0.1085	0
Fe	VIII	0.11	112.7138272727	74	1	3.263E-016	0.05437	0.03
Fe	VIII	0.11	112.7138272727	75	2	1.517E-016	0.05437	0.02
Fe	X	0.11	112.7138272727	190	26	1.826E-018	0.1085	0
Mg	VII	0.11	112.7138272727	25	8	1.578E-018	0.05437	0
Fe	XVII	0.11	112.7138272727	87	40	1.442E-018	0.5437	0
Cr	X	0.11	112.7138272727	146	8	6.06E-018	0.08617	0
Fe	XII	0.11	112.7138272727	190	34	2.034E-018	0.1366	0
Fe	VIII	0.11	112.7138272727	74	2	7.293E-017	0.05437	0.01
Co	XII	0.11	112.7138272727	129	37	1.124E-018	0.1366	0
Al	VI	0.11	112.7138272727	11	1	5.255E-017	0.04319	0.01
Ne	VI	0.11	112.7138272727	32	1	5.067E-018	0.04319	0
Ca	XI	0.11	112.7138272727	59	14	1.08E-018	0.1719	0
Fe	XII	0.11	112.7138272727	168	21	2.303E-018	0.1366	0
Cr	XI	0.11	112.7138272727	144	20	7.263E-018	0.1085	0
Ni	XI	0.11	112.7138272727	22	4	9.32E-018	0.1085	0
Na	VI	0.11	112.7138272727	52	5	2.788E-018	0.04319	0
Fe	XVII	0.11	112.7138272727	115	48	1.271E-018	0.5437	0
Fe	VIII	0.11	112.7138272727	73	2	2.45E-017	0.05437	0
Ne	VI	0.11	112.7138272727	32	2	2.287E-017	0.04319	0
Fe	XI	0.11	112.7138272727	228	47	2.962E-018	0.1366	0
Fe	XI	0.11	112.7138272727	136	16	2.595E-018	0.1085	0
Fe	XVII	0.11	112.7138272727	90	43	2.413E-018	0.5437	0
Fe	VIII	0.11	112.7138272727	72	1	7.023E-018	0.05437	0
Mg	V	0.11	112.7138272727	76	1	4.332E-018	0.03431	0
Al	VI	0.11	112.7138272727	11	2	2.569E-017	0.04319	0
Ne	VI	0.11	112.7138272727	87	6	2.54E-017	0.04319	0
Ne	VI	0.11	112.7138272727	86	6	3.369E-018	0.04319	0
Ne	VI	0.11	112.7138272727	86	7	4.717E-017	0.04319	0
Fe	X	0.11	112.7138272727	186	25	1.639E-018	0.1085	0
Mg	VI	0.11	112.7138272727	21	3	1.749E-017	0.04319	0
Mg	VI	0.11	112.7138272727	21	2	1.744E-018	0.04319	0
Mg	VI	0.11	112.7138272727	22	2	9.418E-018	0.04319	0
Ne	VI	0.11	112.7138272727	148	9	3.814E-018	0.04319	0
Ni	XII	0.11	112.7138272727	80	30	7.601E-018	0.1366	0
Ni	XI	0.109	113.7478990826	29	9	1.333E-018	0.1085	0
Ne	VI	0.109	113.7478990826	145	9	1.701E-017	0.04319	0
Fe	XXI	0.109	113.7478990826	14	4	4.862E-017	1.085	0.01
Mg	V	0.109	113.7478990826	77	2	1.172E-018	0.03431	0
Fe	VIII	0.109	113.7478990826	72	2	8.733E-017	0.05437	0.01
Ne	VI	0.109	113.7478990826	147	10	1.074E-018	0.04319	0
Mn	IX	0.109	113.7478990826	54	1	1.183E-018	0.06845	0
Fe	XX	0.109	113.7478990826	10	3	1.464E-016	0.8617	0.02
Ni	XI	0.109	113.7478990826	23	7	4.361E-018	0.1085	0
Fe	XVIII	0.109	113.7478990826	88	44	2.017E-018	0.6845	0
Ne	VI	0.109	113.7478990826	145	10	2.874E-018	0.04319	0
Ne	VI	0.109	113.7478990826	146	10	2.591E-017	0.04319	0
Fe	XI	0.109	113.7478990826	121	9	7.733E-018	0.1085	0
Fe	XI	0.109	113.7478990826	134	15	5.141E-018	0.1085	0
Mg	VI	0.109	113.7478990826	81	6	2.014E-018	0.04319	0
Fe	VIII	0.109	113.7478990826	71	1	1.12E-016	0.05437	0.01
Fe	XIII	0.109	113.7478990826	134	63	3.434E-018	0.1719	0
Na	VI	0.109	113.7478990826	121	11	2.591E-018	0.04319	0
Co	XXI	0.109	113.7478990826	7	1	3.698E-018	1.085	0
Mg	V	0.109	113.7478990826	71	1	8.412E-017	0.03431	0.01
Fe	VIII	0.109	113.7478990826	71	2	2.598E-018	0.05437	0
Fe	VIII	0.109	113.7478990826	70	1	1.395E-016	0.05437	0.01
Fe	XIII	0.109	113.7478990826	95	26	1.088E-018	0.1719	0
C	VI	0.109	113.7478990826	29	3	1.077E-018	0.1366	0
C	VI	0.109	113.7478990826	28	2	1.553E-018	0.1366	0
Fe	VIII	0.109	113.7478990826	69	1	1.344E-017	0.05437	0
Ne	VI	0.109	113.7478990826	29	1	7.226E-017	0.04319	0.01
C	VI	0.109	113.7478990826	30	4	1.923E-018	0.1366	0
Fe	XVII	0.109	113.7478990826	91	45	1.261E-018	0.5437	0
C	VI	0.109	113.7478990826	26	4	1.064E-018	0.1366	0
Ne	VI	0.109	113.7478990826	28	1	1.839E-016	0.04319	0.02
Mg	V	0.109	113.7478990826	71	2	7.085E-017	0.03431	0.01
Fe	XVII	0.109	113.7478990826	88	44	4.116E-018	0.5437	0
Fe	VIII	0.109	113.7478990826	68	1	4.078E-017	0.05437	0
Fe	XVII	0.109	113.7478990826	116	49	1.879E-018	0.5437	0
Fe	XI	0.109	113.7478990826	134	17	1.838E-018	0.1085	0
Mg	V	0.109	113.7478990826	69	1	1.167E-016	0.03431	0.01
Fe	X	0.109	113.7478990826	202	31	2.794E-018	0.1085	0
Fe	VIII	0.109	113.7478990826	70	2	1.818E-017	0.05437	0
Cr	XIX	0.109	113.7478990826	13	3	1.268E-017	0.6845	0
Mg	V	0.109	113.7478990826	71	3	2.724E-017	0.03431	0
Fe	XVII	0.109	113.7478990826	117	50	1.949E-018	0.5437	0
Mg	V	0.109	113.7478990826	68	1	3.875E-016	0.03431	0.04
Ne	VI	0.109	113.7478990826	29	2	3.189E-016	0.04319	0.03
Fe	VIII	0.109	113.7478990826	67	1	4.006E-018	0.05437	0
Ne	VI	0.109	113.7478990826	112	8	4.09E-018	0.04319	0
Ne	VI	0.109	113.7478990826	27	1	7.275E-017	0.04319	0.01
Ne	VI	0.109	113.7478990826	28	2	8.634E-017	0.04319	0.01
Cr	XI	0.109	113.7478990826	144	23	1.241E-017	0.1085	0
Fe	XVIII	0.109	113.7478990826	95	49	1.998E-018	0.6845	0
Ne	VI	0.109	113.7478990826	26	1	3.52E-016	0.04319	0.04
Ne	VI	0.109	113.7478990826	110	8	1.099E-016	0.04319	0.01
Ni	XII	0.109	113.7478990826	80	29	7.662E-017	0.1366	0.01
Ni	XI	0.109	113.7478990826	30	11	4.186E-018	0.1085	0
Mg	V	0.109	113.7478990826	70	2	6.201E-018	0.03431	0
Fe	VIII	0.109	113.7478990826	68	2	7.047E-018	0.05437	0
Mn	IX	0.109	113.7478990826	53	1	1.017E-018	0.06845	0
Fe	XIII	0.109	113.7478990826	115	54	5.03E-018	0.1719	0
Mg	V	0.109	113.7478990826	69	2	3.79E-017	0.03431	0
Ne	VI	0.109	113.7478990826	27	2	3.354E-016	0.04319	0.03
Fe	XVIII	0.109	113.7478990826	88	45	3.659E-018	0.6845	0
Fe	XVIII	0.109	113.7478990826	94	49	1.228E-018	0.6845	0
Cr	XI	0.109	113.7478990826	217	49	1.068E-018	0.1085	0
Mg	V	0.108	114.8011203704	68	2	1.078E-016	0.03431	0.01
Cr	XI	0.108	114.8011203704	96	7	1.978E-017	0.1085	0
Fe	VIII	0.108	114.8011203704	67	2	3.302E-017	0.05437	0
Fe	XVII	0.108	114.8011203704	249	131	2.045E-018	0.5437	0
Ne	VI	0.108	114.8011203704	26	2	1.664E-016	0.04319	0.02
Ni	XI	0.108	114.8011203704	27	9	4.829E-018	0.1085	0
Fe	XVII	0.108	114.8011203704	92	46	2.055E-018	0.5437	0
Fe	XI	0.108	114.8011203704	212	47	1.375E-018	0.1366	0
Mg	V	0.108	114.8011203704	69	3	5.381E-017	0.03431	0.01
Al	VI	0.108	114.8011203704	91	6	2.566E-017	0.04319	0
Ni	XI	0.108	114.8011203704	29	11	1.212E-018	0.1085	0
Cr	XI	0.108	114.8011203704	144	24	1.237E-018	0.1085	0
Cr	VII	0.108	114.8011203704	43	1	5.361E-018	0.04319	0
Fe	XXII	0.108	114.8011203704	10	2	6.869E-016	1.085	0.07
Co	XX	0.108	114.8011203704	6	3	1.338E-018	0.8617	0
Ni	XI	0.108	114.8011203704	28	10	1.102E-017	0.1085	0
Fe	XI	0.108	114.8011203704	171	38	2.519E-016	0.1085	0.03
Fe	VIII	0.108	114.8011203704	66	2	5.64E-018	0.05437	0
Al	VI	0.108	114.8011203704	91	7	8.239E-018	0.04319	0
Fe	X	0.108	114.8011203704	244	53	3.294E-018	0.1085	0
Fe	XI	0.108	114.8011203704	134	18	1.1E-018	0.1085	0
Fe	XVIII	0.108	114.8011203704	85	41	1.075E-018	0.6845	0
Ni	XI	0.108	114.8011203704	29	12	2.344E-017	0.1085	0
Fe	XX	0.108	114.8011203704	11	5	2.426E-018	0.8617	0
Ne	VI	0.108	114.8011203704	127	9	1.355E-018	0.04319	0
Mg	V	0.108	114.8011203704	67	2	1.113E-018	0.03431	0
Fe	X	0.108	114.8011203704	245	54	3.267E-018	0.1085	0
Mg	V	0.108	114.8011203704	66	1	2.03E-017	0.03431	0
Ne	VI	0.108	114.8011203704	128	10	1.24E-018	0.04319	0
Mg	V	0.108	114.8011203704	64	1	5.076E-016	0.03431	0.05
Ne	VII	0.108	114.8011203704	44	9	1.154E-018	0.05437	0
Fe	XVII	0.108	114.8011203704	89	46	1.208E-018	0.5437	0
Fe	XIX	0.108	114.8011203704	165	63	3.021E-018	0.8617	0
Fe	XI	0.108	114.8011203704	136	20	2.707E-018	0.1085	0
Mg	V	0.108	114.8011203704	65	2	5.195E-018	0.03431	0
Ne	VII	0.108	114.8011203704	40	9	6.712E-018	0.05437	0
Fe	XIV	0.108	114.8011203704	50	35	3.052E-018	0.1719	0
Mg	V	0.108	114.8011203704	66	2	7.906E-017	0.03431	0.01
Fe	XXI	0.108	114.8011203704	16	7	1.229E-018	1.085	0
Mg	V	0.108	114.8011203704	85	4	4.102E-017	0.03431	0
Fe	XI	0.108	114.8011203704	130	15	6.792E-018	0.1085	0
Ni	XI	0.108	114.8011203704	26	8	2.002E-017	0.1085	0
Fe	X	0.108	114.8011203704	71	3	5.194E-017	0.1085	0.01
Fe	XI	0.108	114.8011203704	134	19	5.556E-018	0.1085	0
Fe	XXI	0.108	114.8011203704	16	8	4.952E-018	1.085	0
Fe	XII	0.108	114.8011203704	275	84	1.175E-018	0.1366	0
Mg	V	0.108	114.8011203704	65	3	8.325E-018	0.03431	0
Cr	X	0.108	114.8011203704	190	16	1.074E-018	0.08617	0
Cr	X	0.108	114.8011203704	189	15	1.516E-018	0.08617	0
Fe	XI	0.108	114.8011203704	207	47	2.545E-018	0.1366	0
Cr	X	0.108	114.8011203704	197	17	1.381E-018	0.08617	0
Fe	XXI	0.108	114.8011203704	12	2	2.02E-018	1.085	0
Fe	XXII	0.108	114.8011203704	15	7	3.146E-018	1.085	0
Fe	IX	0.108	114.8011203704	1180	33	1.343E-018	0.08617	0
Fe	XI	0.108	114.8011203704	171	39	6.542E-017	0.1085	0.01
Ne	VII	0.108	114.8011203704	11	2	1.072E-016	0.05437	0.01
Cr	XVI	0.108	114.8011203704	3	2	1.593E-017	0.4319	0
Fe	XVIII	0.107	115.8740280374	86	44	3.068E-018	0.6845	0
Fe	XI	0.107	115.8740280374	130	16	1.997E-017	0.1085	0
Ar	XI	0.107	115.8740280374	200	19	1.244E-018	0.1719	0
Mn	XII	0.107	115.8740280374	95	16	1.976E-018	0.1366	0
Mn	XVIII	0.107	115.8740280374	6	1	2.086E-017	0.6845	0
Ne	VII	0.107	115.8740280374	11	3	3.21E-016	0.05437	0.03
Mg	V	0.107	115.8740280374	84	4	8.409E-018	0.03431	0
Fe	XIX	0.107	115.8740280374	10	9	7.201E-018	0.8617	0
Mg	V	0.107	115.8740280374	82	4	3.469E-018	0.03431	0
Fe	XI	0.107	115.8740280374	333	96	8.044E-018	0.1366	0
Ne	VII	0.107	115.8740280374	11	4	5.325E-016	0.05437	0.05
Mg	V	0.107	115.8740280374	81	4	3.65E-017	0.03431	0
Cr	VII	0.107	115.8740280374	39	1	9.23E-018	0.04319	0
Fe	XVIII	0.107	115.8740280374	242	134	1.485E-018	0.6845	0
Fe	XIV	0.107	115.8740280374	49	36	9.649E-018	0.1719	0
Fe	X	0.107	115.8740280374	68	3	1.424E-017	0.1085	0
Fe	XIII	0.107	115.8740280374	96	27	9.683E-018	0.1719	0
Ne	VII	0.107	115.8740280374	41	9	6.478E-018	0.05437	0
S	XI	0.107	115.8740280374	54	22	1.552E-017	0.1719	0
O	VI	0.107	115.8740280374	11	1	9.462E-016	0.02725	0.1
O	VI	0.107	115.8740280374	10	1	4.741E-016	0.02725	0.05
Fe	XVII	0.107	115.8740280374	118	53	1.131E-018	0.5437	0
